ADM3_EN,ADM3_TH,ADM3_PCODE,ADM2_EN,ADM2_TH,ADM2_PCODE,ADM1_EN,ADM1_TH,ADM1_PCODE,ADM0_EN,ADM0_TH,ADM0_PCODE,lat,lon
Ban Puang,บ้านปวง,TH510502,Thung Hua Chang,ทุ่งหัวช้าง,TH5105,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,17.870315249584372,99.08874585405233
Takhian Pom,ตะเคียนปม,TH510503,Thung Hua Chang,ทุ่งหัวช้าง,TH5105,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,18.105633422512778,99.02463771108951
Pak Bong,ปากบ่อง,TH510601,Pa Sang,ป่าซาง,TH5106,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,18.532919882222345,98.92359289607685
Pa Sang,ป่าซาง,TH510602,Pa Sang,ป่าซาง,TH5106,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,18.514966949760485,98.93157158058058
Mae Raeng,แม่แรง,TH510603,Pa Sang,ป่าซาง,TH5106,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,18.49796620770009,98.91073845296552
Muang Noi,ม่วงน้อย,TH510604,Pa Sang,ป่าซาง,TH5106,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,18.47853712168928,98.94066840450463
Ban Ruean,บ้านเรือน,TH510605,Pa Sang,ป่าซาง,TH5106,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,18.509475383350548,98.88273750730161
Makok,มะกอก,TH510606,Pa Sang,ป่าซาง,TH5106,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,18.44219162125578,98.92526055606336
Tha Tum,ท่าตุ้ม,TH510607,Pa Sang,ป่าซาง,TH5106,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,18.480458593951102,98.87339691019221
Nam Dip,น้ำดิบ,TH510608,Pa Sang,ป่าซาง,TH5106,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,18.42414495991444,98.83351128181609
Nakhon Chedi,นครเจดีย์,TH510611,Pa Sang,ป่าซาง,TH5106,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,18.369447602144337,98.8969882117567
Ban Thi,บ้านธิ,TH510701,Ban Thi,บ้านธิ,TH5107,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,18.634300473029512,99.15221376753782
Huai Yap,ห้วยยาบ,TH510702,Ban Thi,บ้านธิ,TH5107,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,18.6726212064769,99.16717273903654
Nong Long,หนองล่อง,TH510801,Wiang Nong Long,เวียงหนองล่อง,TH5108,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,18.403700569711834,98.72116642527985
Nong Yuang,หนองยวง,TH510802,Wiang Nong Long,เวียงหนองล่อง,TH5108,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,18.4151973272919,98.79108197457826
Wang Phang,วังผาง,TH510803,Wiang Nong Long,เวียงหนองล่อง,TH5108,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,18.426339656230994,98.74724903682214
Wiang Nuea,เวียงเหนือ,TH520101,Mueang Lampang,เมืองลำปาง,TH5201,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.299372095003445,99.50200435054626
Hua Wiang,หัวเวียง,TH520102,Mueang Lampang,เมืองลำปาง,TH5201,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.288217959511954,99.50646746134967
Suan Dok,สวนดอก,TH520103,Mueang Lampang,เมืองลำปาง,TH5201,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.285326342978326,99.49306355326974
Sop Tui,สบตุ๋ย,TH520104,Mueang Lampang,เมืองลำปาง,TH5201,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.285354372660816,99.47799693273109
Phrabat,พระบาท,TH520105,Mueang Lampang,เมืองลำปาง,TH5201,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.25852525393632,99.5611230520073
Chomphu,ชมพู,TH520106,Mueang Lampang,เมืองลำปาง,TH5201,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.243220581442067,99.46452794931635
Kluai Phae,กล้วยแพะ,TH520107,Mueang Lampang,เมืองลำปาง,TH5201,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.205225894211708,99.49371044080493
Pong Saen Thong,ปงแสนทอง,TH520108,Mueang Lampang,เมืองลำปาง,TH5201,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.269740347217223,99.43055565926805
Ban Laeng,บ้านแลง,TH520109,Mueang Lampang,เมืองลำปาง,TH5201,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.517274935634735,99.68659592961048
Ban Sadet,บ้านเสด็จ,TH520110,Mueang Lampang,เมืองลำปาง,TH5201,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.390967539369875,99.64436586897675
Phichai,พิชัย,TH520111,Mueang Lampang,เมืองลำปาง,TH5201,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.317849571732317,99.56921991117008
Thung Fai,ทุ่งฝาย,TH520112,Mueang Lampang,เมืองลำปาง,TH5201,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.374421388117003,99.55294386605154
Ban Ueam,บ้านเอื้อม,TH520113,Mueang Lampang,เมืองลำปาง,TH5201,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.453953607403683,99.40349328794859
Ban Pao,บ้านเป้า,TH520114,Mueang Lampang,เมืองลำปาง,TH5201,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.354643668263826,99.45149851457985
Ban Kha,บ้านค่า,TH520115,Mueang Lampang,เมืองลำปาง,TH5201,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.523944343478092,99.41795487981715
Bo Haeo,บ่อแฮ้ว,TH520116,Mueang Lampang,เมืองลำปาง,TH5201,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.308596568799302,99.4576346975366
Ton Thong Chai,ต้นธงชัย,TH520117,Mueang Lampang,เมืองลำปาง,TH5201,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.376656965826722,99.50197946166026
Nikhom Phatthana,นิคมพัฒนา,TH520118,Mueang Lampang,เมืองลำปาง,TH5201,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.445691819317194,99.54561693900389
Bunnak Phatthana,บุญนาคพัฒนา,TH520119,Mueang Lampang,เมืองลำปาง,TH5201,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.460464082055505,99.59822811008787
Ban Dong,บ้านดง,TH520201,Mae Mo,แม่เมาะ,TH5202,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.477851885830002,99.75561593697711
Na Sak,นาสัก,TH520202,Mae Mo,แม่เมาะ,TH5202,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.342532180342086,99.8358503986511
Chang Nuea,จางเหนือ,TH520203,Mae Mo,แม่เมาะ,TH5202,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.456413559350455,99.93416997561043
Mae Mo,แม่เมาะ,TH520204,Mae Mo,แม่เมาะ,TH5202,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.3180975680025,99.7186376637889
Sop Pat,สบป้าด,TH520205,Mae Mo,แม่เมาะ,TH5202,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.24686772984224,99.75792324740097
Lampang Luang,ลำปางหลวง,TH520301,Ko Kha,เกาะคา,TH5203,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.239122176464036,99.3861024256154
Na Kaeo,นาแก้ว,TH520302,Ko Kha,เกาะคา,TH5203,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.075154814106458,99.3166880853342
Lai Hin,ไหล่หิน,TH520303,Ko Kha,เกาะคา,TH5203,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.18708329673621,99.28825301341904
Wang Phrao,วังพร้าว,TH520304,Ko Kha,เกาะคา,TH5203,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.146763318909215,99.40579826263058
Sala,ศาลา,TH520305,Ko Kha,เกาะคา,TH5203,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.19541078985518,99.41327775436069
Ko Kha,เกาะคา,TH520306,Ko Kha,เกาะคา,TH5203,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.184715941182645,99.3507490074705
Na Saeng,นาแส่ง,TH520307,Ko Kha,เกาะคา,TH5203,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.062483945873254,99.38150592350621
Tha Pha,ท่าผา,TH520308,Ko Kha,เกาะคา,TH5203,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.182506786354544,99.38122680658594
Mai Phatthana,ใหม่พัฒนา,TH520309,Ko Kha,เกาะคา,TH5203,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.253854582179315,99.31711228018693
Thung Ngam,ทุ่งงาม,TH520401,Soem Ngam,เสริมงาม,TH5204,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.07663607588105,99.25736565217707
Soem Khwa,เสริมขวา,TH520402,Soem Ngam,เสริมงาม,TH5204,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.18429375651034,99.14728116871613
Soem Sai,เสริมซ้าย,TH520403,Soem Ngam,เสริมงาม,TH5204,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,17.974412808022972,99.16530009010215
Soem Klang,เสริมกลาง,TH520404,Soem Ngam,เสริมงาม,TH5204,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.109206228715276,99.12175981449168
Luang Nuea,หลวงเหนือ,TH520501,Ngao,งาว,TH5205,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.761394717067056,99.98901461032074
Luang Tai,หลวงใต้,TH520502,Ngao,งาว,TH5205,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.73843097443733,99.97345060241847
Ban Pong,บ้านโป่ง,TH520503,Ngao,งาว,TH5205,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.726691334390924,99.88567504096994
Ban Rong,บ้านร้อง,TH520504,Ngao,งาว,TH5205,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.945133251933463,99.87088527190504
Pong Tao,ปงเตา,TH520505,Ngao,งาว,TH5205,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.853269195722135,99.92921368199868
Na Kae,นาแก,TH520506,Ngao,งาว,TH5205,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.817490496560584,99.88474621449626
Ban On,บ้านอ้อน,TH520507,Ngao,งาว,TH5205,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.771318616820555,99.84488396920977
Ban Haeng,บ้านแหง,TH520508,Ngao,งาว,TH5205,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.773759627181164,100.05613415243565
Ban Huat,บ้านหวด,TH520509,Ngao,งาว,TH5205,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.61110240407082,99.88833822486808
Mae Tip,แม่ตีบ,TH520510,Ngao,งาว,TH5205,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.63438887291865,100.03760864212366
Chae Hom,แจ้ห่ม,TH520601,Chae Hom,แจ้ห่ม,TH5206,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.69932729501416,99.65338515368049
Ban Sa,บ้านสา,TH520602,Chae Hom,แจ้ห่ม,TH5206,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.58986495756526,99.5610250013538
Pong Don,ปงดอน,TH520603,Chae Hom,แจ้ห่ม,TH5206,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.789522837043926,99.69825115680429
Mae Suk,แม่สุก,TH520604,Chae Hom,แจ้ห่ม,TH5206,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.84594029316415,99.57540498636926
Mueang Mai,เมืองมาย,TH520605,Chae Hom,แจ้ห่ม,TH5206,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.637612441651413,99.71180335581407
Thung Phueng,ทุ่งผึ้ง,TH520606,Chae Hom,แจ้ห่ม,TH5206,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.912318454220525,99.70428466494069
Wichet Nakhon,วิเชตนคร,TH520607,Chae Hom,แจ้ห่ม,TH5206,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.728057291354695,99.5535952899368
Thung Hua,ทุ่งฮั้ว,TH520701,Wang Nuea,วังเหนือ,TH5207,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,19.230937454560884,99.63051263649133
Wang Nuea,วังเหนือ,TH520702,Wang Nuea,วังเหนือ,TH5207,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,19.159166318343782,99.58597268490895
Wang Tai,วังใต้,TH520703,Wang Nuea,วังเหนือ,TH5207,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,19.083963417865032,99.57672646872646
Rong Kho,ร่องเคาะ,TH520704,Wang Nuea,วังเหนือ,TH5207,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,18.991562471132454,99.60114863946195
Wang Thong,วังทอง,TH520705,Wang Nuea,วังเหนือ,TH5207,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,19.067571426959706,99.71152818530567
Wang Sai,วังซ้าย,TH520706,Wang Nuea,วังเหนือ,TH5207,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,19.161156274155534,99.65935605979925
Wang Kaeo,วังแก้ว,TH520707,Wang Nuea,วังเหนือ,TH5207,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,19.32876283073515,99.63528987581702
Wang Sai Kham,วังทรายคำ,TH520708,Wang Nuea,วังเหนือ,TH5207,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,19.0813691938446,99.64680030900645
Lom Raet,ล้อมแรด,TH520801,Thoen,เถิน,TH5208,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,17.620708166114763,99.23215694990786
Mae Wa,แม่วะ,TH520802,Thoen,เถิน,TH5208,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,17.4727686819006,99.21233067137528
Mae Pa,แม่ปะ,TH520803,Thoen,เถิน,TH5208,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,17.693854323036838,99.31362201438252
Mae Mok,แม่มอก,TH520804,Thoen,เถิน,TH5208,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,17.60905002979325,99.38077883821889
Wiang Mok,เวียงมอก,TH520805,Thoen,เถิน,TH5208,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,17.38784299254517,99.35582052350799
Na Pong,นาโป่ง,TH520806,Thoen,เถิน,TH5208,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,17.651755188907742,99.11671901468243
Mae Thot,แม่ถอด,TH520807,Thoen,เถิน,TH5208,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,17.766374271544052,99.20119558598444
